user_id,session,action_type,key_code,down,up,time,x,y,user_agent,url
89271245194,0,key,NaN,1614067543747,1614067543752,0.005,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067543767,1614067543770,0.00,2NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067545782,1614067545790,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,161406754580,21614067545819,0.016,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067545864,1614067545866,0.002,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067545881,1614067545882,0.001,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067545937,1614067545945,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067545954,1614067545971,0.017,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067546001,1614067546009,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067546028,1614067546035,0.007,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067546661,1614067546668,0.007,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067546679,1614067546701,0.022,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067546746,161406754675,20.007,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067546774,1614067546779,0.005,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067547060,1614067547069,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067547079,1614067547099,0.02,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067547110,1614067547122,0.012,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067547161,161406754716,20.002,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067547814,917,440,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548362,749,37,2Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548377,751,335,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548427,735,37,2Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548475,716,446,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,161406754852,2716,461,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548569,719,458,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548618,720,428,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548670,706,385,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548721,626,351,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548777,582,34,2Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548842,578,34,2Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548876,577,34,2Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548926,57,2338,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067548976,548,312,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549026,466,275,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549077,457,274,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549134,457,282,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,161406754918,2457,290,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549282,457,282,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549350,45,2272,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549395,447,272,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549442,440,272,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549494,438,269,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549542,435,266,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,161406754959,2434,262,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549645,43,2259,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549691,432,258,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,mouse,NaN,1614067549744,1614067549835,0.091,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549892,431,258,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549944,436,254,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067549991,461,242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067550046,489,230,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067550099,518,218,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067550155,552,211,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067550195,582,208,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067550242,590,208,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067550308,591,207,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067550358,596,190,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067550408,595,166,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,cursor,NaN,NaN,NaN,1614067550459,591,162,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067551640,1614067551647,0.007,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067551659,1614067551685,0.026,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067551689,1614067551694,0.005,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067551718,1614067551744,0.026,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067551752,161406755175,20.001,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
89271245194,0,key,NaN,1614067551787,1614067551788,0.001,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0,/login
