user_id,session,action_type,key_code,down,up,time,x,y,user_agent,url
89163828720,1,cursor,NaN,NaN,NaN,1607359208780,393,235,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359218851,1607359218860,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359219198,1607359219208,0.01,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359219473,1607359219480,0.007,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,cursor,NaN,NaN,NaN,1607359220380,390,187,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,cursor,NaN,NaN,NaN,1607359220500,390,212,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,cursor,NaN,NaN,NaN,1607359220751,390,214,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,cursor,NaN,NaN,NaN,1607359220913,382,214,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,cursor,NaN,NaN,NaN,1607359220933,377,219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,cursor,NaN,NaN,NaN,1607359221095,366,226,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,cursor,NaN,NaN,NaN,1607359221199,366,226,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,mouse,NaN,1607359221604,1607359221607,0.003,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359222963,1607359222972,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359223088,1607359223098,0.01,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359224160,1607359224606,0.446,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359225127,1607359225135,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359226402,1607359226411,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359227069,1607359227077,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359228203,1607359228214,0.011,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359229235,1607359229584,0.349,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359232138,1607359232148,0.01,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359232731,1607359233155,0.424,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359234927,1607359234935,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359235988,1607359235998,0.01,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359237015,1607359237190,0.175,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359271222,1607359271232,0.01,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359272441,1607359272450,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359273754,1607359273762,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359275078,1607359275427,0.349,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359277968,1607359277976,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359278583,1607359278695,0.112,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359279949,1607359279958,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,key,NaN,1607359281461,1607359281474,0.013,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,1,cursor,NaN,NaN,NaN,1607359283038,375,226,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359283137,391,229,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359283310,399,229,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,mouse,NaN,1607359283539,1607359283698,0.159,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,NaN,1607359284936,1607359284947,0.011,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,NaN,1607359285006,1607359285013,0.007,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,NaN,1607359286063,1607359286071,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359287097,1607359287138,0.041,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359287418,1607359287427,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359288160,1607359288170,0.01,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359288267,1607359288276,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359289001,1607359289009,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359289069,1607359289076,0.007,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359289280,1607359289289,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359289642,1607359289651,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359290185,1607359290195,0.01,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359291132,434,236,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359291289,554,280,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359291302,558,286,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359291548,558,289,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359291598,519,299,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359291700,495,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359291832,501,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359291967,522,301,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359291983,524,301,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359292282,523,301,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359294007,523,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,mouse,NaN,1607359294335,1607359294559,0.224,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359294746,519,314,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359294866,515,330,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359295015,515,333,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359295130,515,350,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359295342,513,365,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359295364,509,371,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359295448,505,378,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359295465,498,390,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,mouse,NaN,1607359295820,1607359295941,0.121,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359301979,1607359301987,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359302650,1607359302660,0.01,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359304700,1607359304711,0.011,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359305025,1607359305033,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359306451,1607359306457,0.006,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359306518,1607359306527,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359307205,1607359307216,0.011,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359308209,1607359308216,0.007,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359310072,1607359310082,0.01,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359310244,1607359310251,0.007,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359310624,1607359310636,0.012,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359312214,1607359312222,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359313028,1607359313309,0.281,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359315705,1607359315714,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359316127,1607359316136,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359318292,1607359318301,0.009,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359318795,1607359318806,0.011,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359318932,1607359318940,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359319881,1607359319887,0.006,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359320603,1607359320613,0.01,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359320698,1607359320706,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,key,1,1607359321381,1607359321389,0.008,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359322619,505,424,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359322651,513,439,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359322725,520,446,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359322916,524,449,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359323151,543,466,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359323184,546,465,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359323317,559,461,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359323437,578,461,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359323450,579,461,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359324150,580,462,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359324166,594,470,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359324253,609,472,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359325496,602,472,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359325598,506,450,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359325761,514,450,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359325916,543,450,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359325951,562,450,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359326102,569,452,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359326198,580,457,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359326216,591,470,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359326298,595,477,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359326405,595,478,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359327041,590,474,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359327081,590,474,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,mouse,NaN,1607359327249,1607359327387,0.138,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359327749,587,474,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359327781,575,482,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,mouse,NaN,1607359329243,1607359329243,0,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359329996,478,509,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359330075,469,510,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359330167,467,510,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359330408,467,522,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359330448,467,524,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359330528,467,525,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359330632,467,528,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359330963,479,521,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,cursor,NaN,NaN,NaN,1607359331050,483,520,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest
89163828720,1,mouse,NaN,1607359331583,1607359331651,0.068,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/quest

89163828720,2,cursor,NaN,NaN,NaN,1607359630116,385,137,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,2,cursor,NaN,NaN,NaN,1607359630329,386,118,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,2,cursor,NaN,NaN,NaN,1607359630363,386,119,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,2,cursor,NaN,NaN,NaN,1607359630532,386,143,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,2,cursor,NaN,NaN,NaN,1607359630637,386,157,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,2,cursor,NaN,NaN,NaN,1607359630732,386,164,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,2,mouse,NaN,1607359631209,1607359631211,0.002,NaN,NaN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
89163828720,2,cursor,NaN,NaN,NaN,1607359631203,386,165,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,/login
